acinar cell	alveolar epithelial cell	amniotic epithelial cell	astrocyte	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14+ monocyte derived endothelial progenitor cell	chondrocyte	ciliated epithelial cell	corneal epithelial cell	dendritic cell - monocyte immature derived	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hepatic stellate cell	immature langerhans cell	keratinocyte - epidermal	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	melanocyte - light	mesenchymal precursor cell	mesenchymal somatic cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	natural killer cell	neuron	neuronal stem cell	neutrophil	osteoblast	pericyte cell	placental epithelial cell	preadipocyte	reticulocyte	retinal pigment epithelial cell	sensory epithelial cell	skeletal muscle cell	skin fibroblast	small airway epithelial cell	smooth muscle cell of prostate	smooth muscle cell of trachea	stromal cell	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	vascular associated smooth muscle cell
diabetes mellitus	7.0106135213642e-09	1	0.99947990929756	1	4.14757683903342e-55	1	1	0.994358659729212	2.31636097442228e-09	0.359439969192909	1	4.69905748117181e-215	0.999971713470788	0.999948028040926	0.000587100808922204	0.990843538950265	0.885839559275684	0.887797942557138	0.999999540188681	9.98012604599318e-322	1	0.999921065007412	1	0.999994250804184	1	0.711983653478949	1	0.999995886457771	0.999999460937977	1	0.673839479285068	5.14386297168811e-159	1	1	1	0.999999999968559	1	1	0.70666051772827	0.70666051772827	0.682750610671848	0.828792717378533	1	0.172835350869635	0.205627854333381	4.69905748117181e-215	0.999999460937977	0.359439969192909	0.205627854333381	0.994475855366435	1	1	0.999999999751405	1	1	9.94967790515358e-91	0.815021197374401	3.45957560470255e-32	1	0.00103193126104003	4.69905748117181e-215	0.909769094904074	0.21041469381137	1	1	1	0.999999999999145	3.66259273089495e-38	1	1	0.99999999517118	1	1.39084192844969e-08
diabetes mellitus, permanent neonatal	7.0106135213642e-09	1	0.99947990929756	1	4.14757683903342e-55	1	1	0.994358659729212	2.31636097442228e-09	0.359439969192909	1	4.69905748117181e-215	0.999971713470788	0.999948028040926	0.000587100808922204	0.990843538950265	0.885839559275684	0.887797942557138	0.999999540188681	9.98012604599318e-322	1	0.999921065007412	1	0.999994250804184	1	0.711983653478949	1	0.999995886457771	0.999999460937977	1	0.673839479285068	5.14386297168811e-159	1	1	1	0.999999999968559	1	1	0.70666051772827	0.70666051772827	0.682750610671848	0.828792717378533	1	0.172835350869635	0.205627854333381	4.69905748117181e-215	0.999999460937977	0.359439969192909	0.205627854333381	0.994475855366435	1	1	0.999999999751405	1	1	9.94967790515358e-91	0.815021197374401	3.45957560470255e-32	1	0.00103193126104003	4.69905748117181e-215	0.909769094904074	0.21041469381137	1	1	1	0.999999999999145	3.66259273089495e-38	1	1	0.99999999517118	1	1.39084192844969e-08
diabetes mellitus, type 1	8.8438522555917e-05	1	0.851877198696674	1	0.361169497453558	1	1	0.998510645942874	0.999868158920518	5.8986733185961e-10	0.999999999962966	1.59810549479865e-141	0.865440669801851	4.80761022558842e-64	0.999991200099438	1	1	0.441313476612389	0.985991842590799	0.831993258211887	1	0.626417116992964	1	0.776138209409555	1	0.540494943451178	1	0.977220434188734	0.989099914007604	1	0.359877572654648	0.0157338715353892	1	1.98838674065233e-34	0.626849533269785	1	1	1	0.0858412294856928	0.0858412294856928	0.0820154723293879	1	0.94352480671216	0.432430392319288	0.0553968213508964	1.59810549479865e-141	0.989099914007604	5.8986733185961e-10	0.0553968213508964	0.992442357333865	9.94104526092984e-28	1	0.998569292394547	0.992888054172897	0.999999999419302	0.19160948608844	0.470886461794731	0.24956632511964	0.999999958394721	1	1.59810549479865e-141	0.999999998842189	0.0167128510886444	0.999999999999994	1	1	0.84201630802829	9.98012604599318e-322	1	1	0.986096774364783	1	0.971727591125295
diabetes mellitus, type 2	0.000747946927948148	1	1	1	1.4626567007056e-10	1	1	0.994929108756942	0.808819148019251	1.05626921609015e-08	1	3.7797921684215e-217	0.993777497248313	1	3.83014598264026e-13	0.724040959242002	1	0.882891325142395	1	9.98012604599318e-322	1	0.949102448570888	1	0.961783125417883	1	0.224552962922891	1	0.995537030953357	0.999998354303673	0.99999999999995	0.471847148154622	4.1695713533504e-13	1	1	1	0.999760896720204	1	0.999999999999998	0.999998922195338	0.999998922195338	0.617347187661123	1	1	1	0.868649713791243	3.7797921684215e-217	0.999998354303673	1.05626921609015e-08	0.868649713791243	0.138666059101865	1	1	0.999853956033334	0.999998840892017	0.999999999999981	6.1422611924099e-05	0.99368006429607	2.47329807424937e-25	0.99999999999864	1	3.7797921684215e-217	0.000250490983791196	0.998857348997004	1	1	1	0.999999999999999	1	1	1	1	1	0.000905910041139163
diabetes, gestational	0.114216238286595	1	0.203581288538897	1	0.497773376935985	1	1	1	0.999008331637462	0.999887860514723	1	0.913445221781461	1	1	0.992242341408493	1	1	1	1	0.484900253194634	1	1	1	1	1	1	1	1	1	1	1	0.883571931188577	1	0.999999992464159	0.99999999999996	1	0.999499754371468	1	1	1	1	1	0.999999999999999	1	1	0.913445221781461	1	0.999887860514723	1	0.833166700486994	0.999982867343961	1	1	0.999999476016539	1	1	3.20826037861949e-07	0.395506811177619	1	1	0.913445221781461	1	1	1	1	1	1	1	1	1	1	1	0.69846560355712
diabetic nephropathies	1	1	1	0.999999999176533	0.2797041740852	1	1	0.939402234384375	0.999999999981757	0.991485149299382	0.999934488532873	6.89313725901691e-26	1	0.999999999999958	0.999999824188542	1	1	1	1	0.681098298936695	1	1	1	1	1	1	1	1	1	1	1	9.98012604599318e-322	1	1	0.629548018452492	1	0.999798334401928	1	0.833174043002662	0.833174043002662	0.614251326649309	1	1	1	1	6.89313725901691e-26	1	0.991485149299382	1	0.951869264732349	0.999999999994596	1	1	0.99999999996872	0.999910118626729	4.29233982135741e-05	1	1	0.999828050076198	1	6.89313725901691e-26	0.999999999995926	3.65243588982399e-05	0.999999375394667	1	1	0.999421156610864	1	1	1	1	1	1
diabetic neuropathies	1	1	1	0.999988341451266	0.861815815279814	1	1	1	0.999933776669734	0.999998600789789	1	1	0.621702004150875	0.999998923036517	0.999999976341648	1	1	1	1	0.999771330255832	1	1	1	0.884911094290335	1	1	1	1	0.0779991825228876	0.00031019283375896	1	0.935630974923783	1	1	1	1	0.99998194845194	1	0.930021483566529	0.930021483566529	1	1	0.999999999999995	1	0.329517667174409	1	0.0779991825228876	0.999998600789789	0.329517667174409	1	0.999999999994615	9.98012604599318e-322	0.586472059309007	0.999999883631306	0.999999972851307	0.0246583425786387	1	0.695814899378865	1	1	1	0.999900177760367	0.142898081778995	1	1	1	0.996677963980095	1	1	1	1	1	1
diabetic polyneuropathy	1	1	1	0.999988341451266	0.861815815279814	1	1	1	0.999933776669734	0.999998600789789	1	1	0.621702004150875	0.999998923036517	0.999999976341648	1	1	1	1	0.999771330255832	1	1	1	0.884911094290335	1	1	1	1	0.0779991825228876	0.00031019283375896	1	0.935630974923783	1	1	1	1	0.99998194845194	1	0.930021483566529	0.930021483566529	1	1	0.999999999999995	1	0.329517667174409	1	0.0779991825228876	0.999998600789789	0.329517667174409	1	0.999999999994615	9.98012604599318e-322	0.586472059309007	0.999999883631306	0.999999972851307	0.0246583425786387	1	0.695814899378865	1	1	1	0.999900177760367	0.142898081778995	1	1	1	0.996677963980095	1	1	1	1	1	1
diabetic retinopathy	1	1	1	0.699128614463412	1.22446623568967e-39	1	1	1	1	0.999999826883224	1	0.999999996124562	0.0805190367956617	1	0.999999995106427	1	1	1	1	0.999896952939703	1	1	1	1	1	1	1	1	1	1	0.12695336298367	0.99992066978281	1	0.999999999999999	0.999999999999934	1	0.999999923766149	1	0.999854980450845	0.999854980450845	0.597151677342047	1	1	1	1	0.999999996124562	1	0.999999826883224	1	1	0.999999999999323	0.146889842596635	1	0.999912839909542	1	2.57360973950164e-206	1	0.723416494551214	0.99974483662267	1.11774360245516e-14	0.999999996124562	1	0.999954309849717	1	1	1	0.999985656018548	1	1	1	1	1	0.809724580479212
diarrhea	1	1	1	1	0.999999999729405	0.997529793985407	1	1	1	1	1	0.999999508572622	1	1	0.999999999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999989	1	0.999997296951929	1	0.999999999997713	1	1	4.11105290773476e-05	0.999999951544708	0.999999999999985	0.999999999999985	1	1	1	1	0.638318164849365	0.999999508572622	1	1	0.638318164849365	1	1	1	1	0.999998528555321	1	1	1	1	0.999631004159145	1	0.999999508572622	1	1	0.999376734650312	1	1	1	1	1	1	1	1	1
disorder of artery	1	1	1	0.99999865757095	3.58360656905604e-66	1	1	0.972067809490392	0.999999999999997	6.45175208924131e-05	0.99999985054046	1	1	0.999999999255995	1	1	1	1	1	0.999999288766505	1	0.96471134578925	1	0.991331288946976	0.000821606897924461	1	1	1	1	0.999999999999961	1	1	1	1	6.1429887535623e-23	1	0.999999690086427	1	0.999214035537926	0.999214035537926	1	1	0.999999999311828	1	1	1	1	6.45175208924131e-05	1	0.582011234966778	1	1	0.998751204134038	0.999999999999896	1	0.90796422463692	1	0.735074598531638	1	1	1	1	0.999999998506995	1	1	1	0.999999994756025	1	1	1	1	1	6.1694848068906e-242
drug eruptions	1	1	0.00310162456609573	1	0.999922019751002	1	1	1	0.99999999995709	0.439269316579393	0.999908580672084	0.999999999760515	5.47659754845481e-11	0.0191779294842523	0.999999996168052	1	1	1	1	0.999410814650502	1	1	1	1	1	1	1	1	9.68866757191762e-09	1.21976600847701e-59	1	0.999928808278406	0.193031605555337	0.999920335446227	0.240746222174738	1	0.00616608942437203	0.0641894963304044	1	1	1	1	0.999999999067976	1	1	0.999999999760515	9.68866757191762e-09	0.439269316579393	1	1	0.995388554223652	1	1	9.47292660579938e-15	0.99999999456347	1	1	1	0.997824654144918	1	0.999999999760515	1	0.788970978395508	0.999887334980037	1	1	0.999999999968005	7.62773112924063e-19	1	1	1	1	1
duodenal ulcer	1	1	1	1	1	1	1	1	0.999999999987182	0.999999999999266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999996979272161	1	1	0.892244360334191	1	1	1	1	1	1	1	1	1	1	0.999999999999266	1	1	0.999999999093425	1	1	0.999992122934113	1	1	1	1	1	1	1	0.999999999999947	1	0.999998741321331	1	1	0.999999999999694	1	1	1	1	1	1
dupuytren contracture	1	1	1	1	1	1	1	1	0.530443902820503	1	1	0.999999999995312	1	0.862952307416673	0.928964486799948	1	1	1	1	1	1	1	1	1	1	1	1	1	0.374328333639185	1	1	1	1	0.999401722687119	0.998920927795555	1	0.90004540630648	1	0.216975829505123	0.216975829505123	0.0054121720409571	1	0.999999266849738	1	1	0.999999999995312	0.374328333639185	1	1	0.0177986323049903	1	0.999999981437229	1	0.99876476196226	1	0.129963593199116	1	0.000526135734091612	1	1	0.999999999995312	0.651882146457823	5.2631459679314e-09	1	1	1	0.315483748515831	0.999999999557239	1	1	1	1	1
dyskinesia, drug-induced	1	1	1	0.959855269270387	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.00449924653602e-18	1	1	1	1	1	1	1	1	1	0.999912928006918	1	1	1	1	1	1	1	1	1	1	1
dyskinesias	1	1	1	1.89892571547704e-11	0.999999999999991	1	1	1	1	1	1	1	0.999620292623094	1	1	1	1	1	1	0.999999999898935	1	1	1	1	1	1	1	1	0.9999832720579	1	1	0.999999999996432	1	0.999999998779415	1	0.997851120461909	1	0.999998300349213	0.999999468186706	0.999999468186706	1	1	1	1	0.440172584718814	1	0.9999832720579	1	0.440172584718814	0.999544532960942	1	9.98012604599318e-322	3.61668436914432e-14	1	1	0.982810155786816	1	0.988342757148942	0.999999999989366	1	1	0.999999965748747	2.76186978868401e-19	1	1	1	1	1	1	1	1	1	1
dyslipidemias	1	1	0.86350176655827	1	4.37699977199326e-19	0.992261822910089	1	0.80742441241381	0.999999998631893	4.18025332672969e-46	0.999999999999979	1	0.983783570776329	1	8.57413776207196e-40	1	1	1	0.988330514818573	1.68681532571124e-49	1	1	1	1	1	1	1	0.753134059660158	0.999998681269256	1	1	0.999986389003484	1	1	5.461887443024e-131	0.997703677980702	0.999999999999971	0.999999999977044	0.999999997782101	0.999999997782101	1	1	0.165759570708883	1	1	1	0.999998681269256	4.18025332672969e-46	1	0.999978052379789	1	1	0.99998718309136	0.99999999999994	0.99999999999776	0.982038744159281	0.975033739479072	1.48502513286706e-05	0.999976966888485	1	1	0.999999999996985	6.84957453353882e-31	0.999999999999989	1	1	1	1	1	1	1	1	2.6404601377569e-12
dysmenorrhea	1	1	1	1	1	1	1	1	1	0.9988347920172	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999787930672	1	0.961373662545581	1	1	1	1	1	0.999999954795541	1	1	1	1	0.9988347920172	1	1	0.990889395468745	0.99999999996075	1	0.999922175681879	1	1	1	1	1	1	1	1	1	1	1	1	0.215246621999187	1	1	1	1	1	1
dyspepsia	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999814891616514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999910601918	1	1	0.0418196422954156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.982845278611949	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dystonia	1	1	1	0.997650197574618	1	1	1	1	0.999395551432319	0.999999944793657	1	1	1	0.999994964165023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999994584	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999944793657	1	1	1	8.70538464128302e-11	1	0.999999999931733	1	1	1	1	1	1	1	0.946941551354362	0.126115177823104	1	1	1	1	1	1	1	1	1	1
dystonic disorders	1	1	1	0.978540958192395	0.932409952083303	1	1	1	0.991304097044989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999985022022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.30993642020381e-10	1	1	1	1	1	1	1	1	1	0.961737974673638	0.549033322456014	1	1	1	1	1	1	1	1	1	1
eating disorders	1	1	1	0.999999987892457	0.999986735022348	1	1	1	0.999999999985576	0.999999999891919	1	1	1	0.999999999999983	0.999999999997611	1	1	1	1	0.986410669736484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999924307	1	0.999999908920215	0.999999908920215	1	1	1	1	1	1	1	0.999999999891919	1	1	0.999999999998535	1	1	1	1	1	1	1	0.997077244554077	1	1	0.999999999998932	1	1	1	1	0.999999999999653	1	1	1	1	1	1
eczema	1	1	1	1	0.988832760195768	1	1	1	1	0.806788879267312	1	0.999999999999957	1	0.000711571140883645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.54328068301666e-13	1.02759854084094e-09	1	1	1	0.157029803499992	0.999999965714783	1	0.00741790668258328	0.96781744751838	1	1	1	1	0.999998550356688	1	1	0.999999999999957	2.54328068301666e-13	0.806788879267312	1	1	0.999850882744332	1	1	0.454810528644586	1	1	1	1	1	1	0.999999999999957	1	0.952377295175813	0.998575151885851	1	1	0.999989695971995	0.000602801070741339	1	1	1	1	1
emphysema	1	0.0186477955853005	1	1	0.995739321389748	0.0639677648689548	0.122288761430885	1	0.997864998157839	0.84940119922616	1	1	1	0.998145707111663	8.75551931389892e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999998754	0.00146872987800828	1	0.987874456284823	1	0.797180274463259	0.797180274463259	0.411785556844139	1	0.999998062695674	0.0957147763615519	1	1	1	0.84940119922616	1	1	0.999999921092157	1	1	6.57573127315893e-36	1	1	1	1	1	1	1	0.966412145804615	0.997070466071041	3.12057171275602e-07	1	1	0.98523670202772	1	1	1	0.532098754911811	1	1
endometriosis	1	1	1	1	0.971677105428496	1	1	1	1	0.109185897063208	1	0.888787926730354	1	0.999942204004696	1	0.222379044952209	1	1	1	0.999978966719707	1	1	1	1	1	1	1	1	1	0.999986830993888	1	1	1	0.999998755792922	3.74979227629995e-39	0.803867315615774	0.187902043448618	1	0.926390687190081	0.926390687190081	1	1	0.999999999998859	1	1	0.888787926730354	1	0.109185897063208	1	1	6.3819776579341e-43	1	1	0.99782983401636	0.999999968767199	1	0.260154803535994	1	1	1	0.888787926730354	1	1	1	1	1	9.98012604599318e-322	0.999999999993558	1	1	1	1	1
eosinophilia	1	0.0558581855680715	1	0.999999999451946	0.9972018308541	5.75254848404843e-06	0.212348753757999	0.544047599453122	0.999934359596554	0.00365919962546168	1	0.902228113971695	0.911846759166511	8.51893361178284e-38	0.999999998857105	0.253581487761151	1	0.385642843888927	1	0.99995071386957	1	1	1	1	1	1	1	1	2.93799508913565e-40	0.996505074526291	1	0.999537422682923	1	7.22800391299396e-10	1.3866904682551e-26	1	9.70258549256112e-191	1	0.999999453156976	0.999999453156976	0.62133772327622	1	4.37279023639817e-35	1	0.369415911803161	0.902228113971695	2.93799508913565e-40	0.00365919962546168	0.369415911803161	1	0.0307177169589871	1	1	3.5092461428315e-121	1	1	1	1	0.873844285417283	1	0.902228113971695	0.999999997015244	0.381024275305365	5.71584734395357e-75	1	1	0.995021753403063	9.98012604599318e-322	1	1	0.0524424287097147	1	1
epilepsy	1	1	1	1.86489293118839e-182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999989175995464	1	0.999999910895476	1	1	1	1	0.999999999521937	1	1	1	1	1	1	1	1	0.999999999991661	1	1	1	1	1	1	0.950288882888955	1	0.999999999521937	1	0.950288882888955	0.999999999907235	1	9.98012604599318e-322	0.117731646717972	1	1	0.999713064177544	1	0.999868412989029	1	1	1	1	0.999999999999999	1	1	1	1	1	1	1	1	1	0.999999999428424
epilepsy, childhood absence, susceptibility to	1	1	1	0.144558172845494	1	1	1	1	0.984397682283491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.74602305280327e-30	1	0.997099500353715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
epilepsy, generalized	1	1	1	0.0381995597719411	1	1	1	1	0.999999344370775	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999996085	1	1	0.999991763129167	0.804175260459419	0.99970947897811	0.99970947897811	1	1	1	1	1	1	1	1	1	1	1	1.58887459978153e-30	1	0.999999999895391	1	1	1	1	1	1	1	1	0.997591435054461	1	1	1	0.99999944966355	1	1	1	1	1	1
epilepsy, idiopathic generalized	1	1	1	0.0381995597719411	1	1	1	1	0.999999344370775	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999996085	1	1	0.999991763129167	0.804175260459419	0.99970947897811	0.99970947897811	1	1	1	1	1	1	1	1	1	1	1	1.58887459978153e-30	1	0.999999999895391	1	1	1	1	1	1	1	1	0.997591435054461	1	1	1	0.99999944966355	1	1	1	1	1	1
epilepsy, progressive myoclonic	1	1	1	0.0654928805352992	1	1	1	1	1	1	1	0.0106003631743007	1	1	0.0844370856621769	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.501990593600551	1	1	1	1	0.993402914880652	1	1	1	1	1	1	1	1	1	1	0.0106003631743007	1	1	1	0.0191689857692941	1	3.42112887275268e-20	1	1	1	1	1	1	1	1	0.0106003631743007	4.32489138574129e-15	8.62625541999179e-06	1	1	1	1	1	1	1	1	1	1
epilepsy, temporal lobe	1	1	1	4.19028394438059e-53	0.994029947304319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999975739448336	0.980061318009672	1	1	1	1	1	1	1	1	1	1	1	1	0.999999783188798	9.98012604599318e-322	0.00255789527825368	0.999999999999962	1	1	1	1	1	1	1	1	1	1	1	1	0.999997919345487	1	1	1	1	1	1
erectile dysfunction	1	1	1	1	8.92445813360115e-06	1	1	1	1	0.999999999987458	1	1	1	1	0.999999993129539	1	1	1	0.665678159546783	0.862473679290985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.879808513012953	0.879808513012953	1	1	1	1	1	1	1	0.999999999987458	1	0.978861623157932	1	1	1	1	1	0.628234718791088	1	1	0.992563453242647	1	1	0.999999998930117	1	1	1	1	0.937564692918683	1	1	1	1	1	0.259813687960071
erythema	1	1	0.00435867890145278	1	1	1	1	1	0.99999999857955	0.683570239889481	1	0.857048204830594	2.51022004033915e-10	2.00454047227974e-07	0.999999999983509	1	1	0.398418016443189	1	0.996418243041791	1	1	1	1	1	1	1	1	6.6806083785365e-33	1.1361492410712e-108	1	0.99819328828471	0.210415547348774	0.994095657332012	0.00183476761384454	1	2.82683407186341e-07	1.13051474209818e-10	1	1	1	1	0.99723695164979	1	1	0.857048204830594	6.6806083785365e-33	0.683570239889481	1	1	0.946022336882716	1	1	1.13319883546623e-108	1	1	1	1	0.981792584533635	1	0.857048204830594	0.999999999999341	0.00525733599975692	0.999257385385584	1	1	1	0.000132455820774174	1	1	0.765388786125194	1	1
erythrocytosis, familial	1	1	1	1	1	1	1	1	1	0.537247361115122	1	1	1	1	0.941351028938309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.984075644753021	1	0.727712717713775	1	0.987700447143973	0.961333798673737	1	0.897852817492516	1	1	1	1	1	9.98012604599318e-322	1	1	1	1	0.537247361115122	1	1	0.877755813408985	1	1	0.0246121567926543	0.96375607690365	1	1	1	5.49720780212059e-159	1	1	1	1	1	1	1	0.988873692715323	0.999999999999417	1	1	1	1	1
esophageal achalasia	1	1	1	1	1	0.524297490384907	1	1	0.998972491535325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999987915123	0.999999999999526	1	0.666129874197246	1	1	1	1	1	0.999999999999999	1	1	1	1	1	1	1	1	0.999999122552134	1	0.999999928272101	1	1	1	1	1	1	1	0.988681284348611	1	0.981225733597942	1	1	0.999055846754449	1	1	1	1	1	1
esophageal carcinoma	1	1	1	1	0.999999274500871	0.995059992714022	1	1	1	1	0.999999995223437	1	1	0.991008750279107	0.999999999999891	0.434803678371304	1	1	1	1	1	1	1	1	1	1	1	1	0.578307633296088	0.816622226320146	1	0.999999940947657	1	1	1	1	0.999999999393065	0.807672781988735	0.999999999741654	0.999999999741654	1	1	1	1	0.593261376103492	1	0.578307633296088	1	0.593261376103492	1	0.943205368501858	1	0.998941295973909	0.999999999999999	1	1	1	1	0.999999967444164	1	1	1	1	0.819438720385539	1	1	0.615237362241026	1	1	1	1	0.326825757133914	1
esophageal varices	1	1	1	1	0.996394393572077	1	1	1	1	0.999999999970096	1	1	1	1	0.999998491146894	1	1	1	1	1	1	1	1	1	1	1	1	0.499595596508676	1	1	1	1	1	0.999999999999554	1	1	0.999991479777185	1	1	1	1	1	1	1	1	1	1	0.999999999970096	1	1	1	1	1	0.999999999198544	1	1	1	1	0.873294394769286	1	1	1	1	1	1	1	1	1	1	1	1	1	1
essential tremor	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.85741069577248e-30	1	1	1	1	1	1	1	1	1	0.852479691340421	1	1	1	1	1	1	1	1	1	1	1
exfoliation syndrome	1	1	1	0.761251650499628	1	1	1	1	1	1	1	0.445694019757306	2.24089691514503e-08	0.878729731507452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.663442317545866	1	1	0.0150971863669265	0.988739645115266	0.984392278932898	1	1	1.61398974126715e-05	1	1	1	1	1	1	1	0.445694019757306	1	1	1	1	1	0.233652707834869	1	1	1	1	1	1	1	1	0.445694019757306	1	1	0.256100565876076	1	1	0.819863888977	0.999999690498893	1	1	1	1	1
exudative vitreoretinopathy	1	1	1	0.149617760611283	1	1	1	1	1	0.748217049225703	1	0.921878040813027	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.78480441832934	8.1194441161229e-10	1	1	1	0.227151049896438	0.227151049896438	1	1	0.985402197207776	1	1	0.921878040813027	1	0.748217049225703	1	1	1	0.953487012475163	1	0.723959151005967	1	1	1	1	1	4.85642998707626e-14	0.921878040813027	1	0.143907101697672	1	1	1	0.0774042244822501	0.934007536998507	1	1	1	1	1
fatigue syndrome, chronic	1	1	1	0.991093984087814	1	1	1	1	0.996230768385372	0.356505266493154	1	1	1	0.999044914079077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0730513836568883	0.999996800263519	1	0.484224293029604	1	1	1	1	1	0.999786211296219	1	1	1	1	0.356505266493154	1	1	2.26344913234463e-36	1	1	0.978735474988146	1	1	1	1	1	1	1	0.796662275374838	1	1	1	1	1	0.00591749990303889	1	1	1	1	1
fatty liver	1	1	0.463452480951432	0.999696399442737	0.997267895212696	1	1	0.779911605541593	0.999998883648693	0.998896530515533	1	1.17060462972675e-197	1	0.999999331667378	9.98012604599318e-322	0.25421830904725	1	1	0.751293180954034	9.62545769496754e-107	1	1	1	1	1	1	1	1.34956695066812e-130	1	0.999999913234067	1	0.997475833354145	1	0.99999999999998	2.96750357454808e-57	1	0.999991054743319	1	0.999672193023642	0.999672193023642	1	1	1	0.015024788098709	1	1.17060462972675e-197	1	0.998896530515533	1	0.992538338433691	0.885027307954667	1	1	0.976035513272942	0.999999998233611	1	1	2.03633688653741e-12	0.9930373428085	1	1.17060462972675e-197	0.999998371558259	0.955230899683552	0.999999546705216	1	1	0.999849575790621	1	1	1	1	1	1
fibromyalgia	1	1	1	1	1	1	1	1	0.682059966508242	0.869680190792794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999833188699	0.99999999999914	1	0.781704473509796	1	1	1	1	1	0.999999996515012	1	1	1	1	0.869680190792794	1	0.786373721247876	0.72646320151667	0.00155240008763125	1	0.999494343561799	1	1	1	0.352003597179335	1	1	1	0.104482545311397	1	1	1	1	1	1	1	1	1	1	1
fluorosis, dental	1	1	1	1	1	1	1	1	0.930059350707573	1	1	0.527320694274764	1	1	0.714953146828172	1	1	0.0501099563993133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999940535344424	1	1	1	1	1	1	1	0.999978436885909	1	1	0.527320694274764	1	1	1	1	1	0.999999999999928	1	1	0.355630362694908	1	1	1	1	1	0.527320694274764	1	1	1	1	1	1	1	1	1	1	1	1
